id,consumercode,businessservice,taxperiodfrom,taxperiodto,status,demandid,taxheadcode,taxamount,collectionamount
7e3f8d2d-0dd7-4e51-b248-08d962f52e43,PT-1014-1010345,PT,1427846400000,1459468799000,ACTIVE,7e3f8d2d-0dd7-4e51-b248-08d962f52e43,PT_UNIT_USAGE_EXEMPTION,0.0,0.0
7e3f8d2d-0dd7-4e51-b248-08d962f52e43,PT-1014-1010345,PT,1427846400000,1459468799000,ACTIVE,7e3f8d2d-0dd7-4e51-b248-08d962f52e43,PT_OWNER_EXEMPTION,0.0,0.0
7e3f8d2d-0dd7-4e51-b248-08d962f52e43,PT-1014-1010345,PT,1427846400000,1459468799000,ACTIVE,7e3f8d2d-0dd7-4e51-b248-08d962f52e43,PT_ROUNDOFF,-0.04,-0.04
a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT-1014-1010345,PT,1459468800000,1491004799000,ACTIVE,a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT_TAX,606.0,606.0
a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT-1014-1010345,PT,1459468800000,1491004799000,ACTIVE,a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT_ROUNDOFF,0.04,0.04
a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT-1014-1010345,PT,1459468800000,1491004799000,ACTIVE,a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT_TIME_PENALTY,121.2,121.2
a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT-1014-1010345,PT,1459468800000,1491004799000,ACTIVE,a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT_FIRE_CESS,0.0,0.0
a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT-1014-1010345,PT,1459468800000,1491004799000,ACTIVE,a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT_OWNER_EXEMPTION,0.0,0.0
a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT-1014-1010345,PT,1459468800000,1491004799000,ACTIVE,a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT_UNIT_USAGE_EXEMPTION,0.0,0.0
a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT-1014-1010345,PT,1459468800000,1491004799000,ACTIVE,a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT_TIME_INTEREST,407.64,407.64
a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT-1014-1010345,PT,1459468800000,1491004799000,ACTIVE,a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT_TIME_REBATE,0.0,0.0
a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT-1014-1010345,PT,1459468800000,1491004799000,ACTIVE,a58abcce-1fbc-474f-a0cd-cd8c9c6fb7c1,PT_CANCER_CESS,12.12,12.12
c2b9ea71-4685-4749-bd48-456429281e13,PT-1014-1010345,PT,1491004800000,1522540799000,ACTIVE,c2b9ea71-4685-4749-bd48-456429281e13,PT_CANCER_CESS,12.12,12.12
c2b9ea71-4685-4749-bd48-456429281e13,PT-1014-1010345,PT,1491004800000,1522540799000,ACTIVE,c2b9ea71-4685-4749-bd48-456429281e13,PT_TIME_INTEREST,298.56,298.56
c2b9ea71-4685-4749-bd48-456429281e13,PT-1014-1010345,PT,1491004800000,1522540799000,ACTIVE,c2b9ea71-4685-4749-bd48-456429281e13,PT_ROUNDOFF,0.12,0.12
c2b9ea71-4685-4749-bd48-456429281e13,PT-1014-1010345,PT,1491004800000,1522540799000,ACTIVE,c2b9ea71-4685-4749-bd48-456429281e13,PT_UNIT_USAGE_EXEMPTION,0.0,0.0
c2b9ea71-4685-4749-bd48-456429281e13,PT-1014-1010345,PT,1491004800000,1522540799000,ACTIVE,c2b9ea71-4685-4749-bd48-456429281e13,PT_OWNER_EXEMPTION,0.0,0.0
c2b9ea71-4685-4749-bd48-456429281e13,PT-1014-1010345,PT,1491004800000,1522540799000,ACTIVE,c2b9ea71-4685-4749-bd48-456429281e13,PT_FIRE_CESS,0.0,0.0
c2b9ea71-4685-4749-bd48-456429281e13,PT-1014-1010345,PT,1491004800000,1522540799000,ACTIVE,c2b9ea71-4685-4749-bd48-456429281e13,PT_TIME_REBATE,0.0,0.0
c2b9ea71-4685-4749-bd48-456429281e13,PT-1014-1010345,PT,1491004800000,1522540799000,ACTIVE,c2b9ea71-4685-4749-bd48-456429281e13,PT_TIME_PENALTY,121.2,121.2
c2b9ea71-4685-4749-bd48-456429281e13,PT-1014-1010345,PT,1491004800000,1522540799000,ACTIVE,c2b9ea71-4685-4749-bd48-456429281e13,PT_TAX,606.0,606.0
96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT-1014-1010345,PT,1585699200000,1617215399000,ACTIVE,96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT_TIME_INTEREST,0.0,0.0
96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT-1014-1010345,PT,1585699200000,1617215399000,ACTIVE,96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT_ROUNDOFF,-0.12,-0.12
96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT-1014-1010345,PT,1585699200000,1617215399000,ACTIVE,96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT_TAX,606.0,606.0
96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT-1014-1010345,PT,1585699200000,1617215399000,ACTIVE,96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT_UNIT_USAGE_EXEMPTION,0.0,0.0
96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT-1014-1010345,PT,1585699200000,1617215399000,ACTIVE,96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT_OWNER_EXEMPTION,0.0,0.0
96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT-1014-1010345,PT,1585699200000,1617215399000,ACTIVE,96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT_FIRE_CESS,0.0,0.0
96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT-1014-1010345,PT,1585699200000,1617215399000,ACTIVE,96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT_CANCER_CESS,12.12,12.12
96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT-1014-1010345,PT,1585699200000,1617215399000,ACTIVE,96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT_TIME_REBATE,0.0,0.0
96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT-1014-1010345,PT,1585699200000,1617215399000,ACTIVE,96c4ab3e-23ca-44a8-a410-880bf308bd7c,PT_TIME_PENALTY,0.0,0.0
55f14068-b854-4061-b985-905f8a011544,PT-1014-1010345,PT,1554076800000,1585699199000,ACTIVE,55f14068-b854-4061-b985-905f8a011544,PT_TIME_PENALTY,121.2,121.2
55f14068-b854-4061-b985-905f8a011544,PT-1014-1010345,PT,1554076800000,1585699199000,ACTIVE,55f14068-b854-4061-b985-905f8a011544,PT_TIME_INTEREST,80.1,80.1
55f14068-b854-4061-b985-905f8a011544,PT-1014-1010345,PT,1554076800000,1585699199000,ACTIVE,55f14068-b854-4061-b985-905f8a011544,PT_TAX,606.0,606.0
55f14068-b854-4061-b985-905f8a011544,PT-1014-1010345,PT,1554076800000,1585699199000,ACTIVE,55f14068-b854-4061-b985-905f8a011544,PT_UNIT_USAGE_EXEMPTION,0.0,0.0
55f14068-b854-4061-b985-905f8a011544,PT-1014-1010345,PT,1554076800000,1585699199000,ACTIVE,55f14068-b854-4061-b985-905f8a011544,PT_OWNER_EXEMPTION,0.0,0.0
55f14068-b854-4061-b985-905f8a011544,PT-1014-1010345,PT,1554076800000,1585699199000,ACTIVE,55f14068-b854-4061-b985-905f8a011544,PT_FIRE_CESS,0.0,0.0
55f14068-b854-4061-b985-905f8a011544,PT-1014-1010345,PT,1554076800000,1585699199000,ACTIVE,55f14068-b854-4061-b985-905f8a011544,PT_TIME_REBATE,0.0,0.0
55f14068-b854-4061-b985-905f8a011544,PT-1014-1010345,PT,1554076800000,1585699199000,ACTIVE,55f14068-b854-4061-b985-905f8a011544,PT_ROUNDOFF,-0.42,-0.42
55f14068-b854-4061-b985-905f8a011544,PT-1014-1010345,PT,1554076800000,1585699199000,ACTIVE,55f14068-b854-4061-b985-905f8a011544,PT_CANCER_CESS,12.12,12.12
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_ROUNDOFF,-0.14,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_ROUNDOFF,0.14,0.14
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_ROUNDOFF,0.14,0.14
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_TAX,636.3,636.3
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_TAX,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_TAX,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_TAX,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_UNIT_USAGE_EXEMPTION,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_UNIT_USAGE_EXEMPTION,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_UNIT_USAGE_EXEMPTION,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_UNIT_USAGE_EXEMPTION,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_OWNER_EXEMPTION,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_OWNER_EXEMPTION,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_OWNER_EXEMPTION,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_OWNER_EXEMPTION,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_FIRE_CESS,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_CANCER_CESS,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_TIME_PENALTY,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_TIME_INTEREST,308.78,308.78
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_TIME_INTEREST,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_TIME_INTEREST,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_TIME_INTEREST,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_ROUNDOFF,-0.4,-0.4
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_ROUNDOFF,0.37,0.37
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_ROUNDOFF,0.37,0.23
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_ROUNDOFF,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_FIRE_CESS,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_FIRE_CESS,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_FIRE_CESS,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_CANCER_CESS,12.73,12.73
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_CANCER_CESS,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_CANCER_CESS,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_TIME_REBATE,-63.63,-63.63
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_TIME_REBATE,63.63,63.63
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_TIME_REBATE,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_TIME_REBATE,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_TIME_PENALTY,63.63,63.63
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_TIME_PENALTY,0.0,0.0
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_TIME_PENALTY,63.63,63.63
1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT-1014-1010345,PT,1617215400000,1648728000000,ACTIVE,1b746eae-ba1b-4c1b-b2b9-df3f9359927c,PT_ROUNDOFF,-0.55,-0.55
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_ROUNDOFF,-0.15,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_TAX,668.12,668.12
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_TAX,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_OWNER_EXEMPTION,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_OWNER_EXEMPTION,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_OWNER_EXEMPTION,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_FIRE_CESS,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_FIRE_CESS,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_FIRE_CESS,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_FIRE_CESS,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_CANCER_CESS,13.37,13.37
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_CANCER_CESS,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_TIME_PENALTY,133.63,133.63
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_TIME_PENALTY,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_TIME_PENALTY,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_TIME_INTEREST,41.85,41.85
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_TIME_INTEREST,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_TIME_INTEREST,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_TIME_INTEREST,162.11,162.11
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_ROUNDOFF,0.33,0.18
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_ROUNDOFF,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_ROUNDOFF,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_ROUNDOFF,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_UNIT_USAGE_EXEMPTION,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_UNIT_USAGE_EXEMPTION,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_UNIT_USAGE_EXEMPTION,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_TAX,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_TAX,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_TIME_REBATE,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_TIME_REBATE,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_TIME_REBATE,0.0,0.0
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_TIME_REBATE,-66.82,-66.82
a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT-1014-1010345,PT,1648751400000,1680201000000,ACTIVE,a7df5580-de75-4c9d-a7d5-25642ea1fe93,PT_CANCER_CESS,0.0,0.0
