Property ID,Owner Id,Locality,Plot size,Propertyusagetype,Creation date,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25,IsDefaulter
PT-1014-2345097,['f2f9059a-2ecf-4a4b-a1ff-c4b561df4fcf'],['PLC103'],273.38,RESIDENTIAL,2025-07-23,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-2345595,['0f89a7bd-8a21-4eb2-a4dc-fb8b7f3e693d'],['PLC68'],114.7,RESIDENTIAL,2025-07-24,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-2348575,['fb89d7dc-99c9-43ed-938c-6c4f87acf558'],['PLC138'],121.5,RESIDENTIAL,2025-07-25,,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-2348585,['59cbe958-7393-4f29-8e95-0c96e99c6e67'],['PLC12'],492.0,RESIDENTIAL,2025-07-25,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2348589,['d830e681-15a0-49ac-98df-c29cc10ae23f'],['PLC82'],147.56,MIXED,2025-07-26,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-2348650,['e80ccc5e-6cfa-4bdd-b21d-550ae4e850bc'],['PLC164'],40.5,MIXED,2025-07-25,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-2352190,['c8b225d6-0f16-4759-ad15-2e7a32406eae'],['PLC13'],162.0,RESIDENTIAL,2025-07-26,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes,Yes
PT-1014-2352652,['3b375819-cba2-43d7-938c-1bd006be092d'],['PLC144'],52.0,MIXED,2025-07-27,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-2353110,"['a26c1c7b-5109-41f5-8bb8-083643148dae', '75e5db25-8e76-45b2-bad9-f4b21f514e03']",['PLC51'],810.0,NONRESIDENTIAL.COMMERCIAL,2025-07-30,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",No,Yes
PT-1014-2353121,['fd15bd63-af21-40d2-abdd-7e25a97fab56'],['PLC75'],166.4,RESIDENTIAL,2025-07-27,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2353320,['81cb8768-a8e4-4b7f-b6ae-4d134977c186'],['PLC33'],81.0,MIXED,2025-07-28,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",No,Yes
PT-1014-2353604,['c715a89e-43a5-4cef-85d1-2493335e3403'],['PLC37'],141.75,RESIDENTIAL,2025-07-28,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2353903,['93cf2dc8-20a2-486f-9d55-3d9f8c8367ea'],['PLC2'],131.63,RESIDENTIAL,2025-07-28,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",No,Yes
PT-1014-2353926,['de07a784-63c6-4547-9c71-28921be9299d'],['PLC2'],131.63,RESIDENTIAL,2025-07-28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
PT-1014-2354185,['287e0b2d-abcd-480f-a9ca-dae015b62e82'],['PLC101'],102.61,RESIDENTIAL,2025-07-28,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2355111,['844462fe-2a03-4cb0-b583-c2b2ef322ad0'],['PLC134'],222.75,RESIDENTIAL,2025-07-28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-2355277,['49eaee52-518d-41fa-973e-9b2ded84933b'],['PLC132'],203.4,RESIDENTIAL,2025-07-28,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes,Yes
PT-1014-2355437,['b05b316d-2f9e-40ac-a123-006c3694d65c'],['PLC210'],23.03,NONRESIDENTIAL.COMMERCIAL,2025-07-29,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-2355486,['8facaee7-1921-4f20-b620-5803cd0ebe5c'],['PLC31'],500.0,MIXED,2025-07-29,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2355676,['4ee1b6cc-fe4a-443c-842c-b67305a1baf5'],['PLC75'],41.0,RESIDENTIAL,2025-07-29,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2356143,['aa312237-18e6-48c1-8f2e-2fd7643ea3ef'],['PLC59'],55.7,RESIDENTIAL,2025-07-29,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-2356617,['ae69d9ff-f874-4d16-ac72-5a759982836c'],['PLC76'],301.9,RESIDENTIAL,2025-07-29,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",No,Yes
PT-1014-2356709,"['28d24d0f-09f6-44d8-9247-65333cc1ef5c', '9e8571e9-1102-44b3-a632-53117346a17f']",['PLC76'],156.94,RESIDENTIAL,2025-07-29,No,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",No,Yes
PT-1014-2356925,['e390153c-bc3b-4f9f-b477-8afd80440e1d'],['PLC75'],30.25,MIXED,2025-07-29,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2357128,['a6bd0f13-8d57-4651-aa81-e805c346ff06'],['PLC13'],222.75,RESIDENTIAL,2025-07-29,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2357205,"['f9de54cf-344e-482a-b366-f2b24f3103ea', '46ba4d4d-8ffa-4b14-b860-04dd7ac6086b']",['PLC180'],37.9,NONRESIDENTIAL.COMMERCIAL,2025-07-29,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2357480,"['e6515d7c-370e-4248-94f1-1fb12510dc59', '8c326fd5-eec6-4ef2-ae17-b544f3df2954']",['PLC105'],124.5,RESIDENTIAL,2025-07-29,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-2357556,['c7b2e9a3-dcc3-406c-b58f-6c2ff4f92099'],['PLC31'],1012.5,NONRESIDENTIAL.COMMERCIAL,2025-07-29,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes,Yes
PT-1014-2357966,['d40af866-644d-4e2d-9503-9df0f54261f4'],['PLC75'],141.75,RESIDENTIAL,2025-07-29,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-2435184,['2af7960f-0df2-48e2-b84a-af7927963b34'],['PLC56'],27.22,NONRESIDENTIAL.COMMERCIAL,2025-07-30,,,,,,,,,,,,No,Yes
PT-1014-2435864,['e28b5a6d-9551-452d-8714-8339496eb01f'],['PLC137'],162.0,NONRESIDENTIAL.COMMERCIAL,2025-07-30,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2436313,['d8c660ea-df23-442f-9fed-f648be6d38ae'],['PLC98'],40.0,RESIDENTIAL,2025-07-30,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-2438491,['69be0e03-49bf-4b94-8bb0-4fdab10ea8cb'],['PLC154'],77.0,RESIDENTIAL,2025-07-31,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2439123,['61220fb9-d1b4-4d58-b5fd-fb8041576bcc'],['PLC68'],200.0,RESIDENTIAL,2025-07-31,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2440348,['b9b7a28b-2adc-4610-8778-0f52c48aacaf'],['PLC156'],330.0,RESIDENTIAL,2025-07-31,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-2440878,"['f3be8541-3acb-4cd7-b5f1-e7091e27d0b4', '25e1fcec-c2c7-4b77-a158-b0f17a0d5e30']",['PLC45'],500.0,MIXED,2025-07-31,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2441221,"['f9458f7a-2e27-4a20-8096-fce840a58cd9', '20b90189-8d2f-481f-95e8-a15824a5d240']",['PLC114'],909.0,RESIDENTIAL,2025-07-31,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2441379,['35e0c9f6-d8d2-4b8a-9f3e-4d31f71df2e3'],['PLC145'],202.0,RESIDENTIAL,2025-07-31,No,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",No,Yes
PT-1014-2442417,['ca7768c7-36c8-46a8-b6e2-bbc8c11fd574'],['PLC144'],202.5,RESIDENTIAL,2025-08-01,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2442752,"['03611629-56e6-4db3-92b0-a156deae2b1b', '13e08a01-6b92-490e-84ad-59580d2b8578']",['PLC149'],273.38,NONRESIDENTIAL.COMMERCIAL,2025-08-02,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2442767,['95bbfc2e-deb0-4ae7-90e0-fa4f10934e5b'],['PLC105'],81.0,RESIDENTIAL,2025-08-02,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes,Yes
PT-1014-2442849,['d984415f-9947-435b-a811-43c337acf72b'],['PLC185'],204.0,RESIDENTIAL,2025-08-03,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-2443168,"['e14c0e0a-0968-487d-b1d9-8e4d421ed83b', 'e84a4d75-48a9-4931-a645-547e343ecdb9']",['PLC31'],50.63,MIXED,2025-08-04,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2443398,['ddefaa18-5d42-4aa9-9242-224ec9ea0348'],['PLC76'],66.7,RESIDENTIAL,2025-08-04,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2443498,['bc305090-3c4a-4682-bc03-6f920d3ebfab'],['PLC130'],182.3,RESIDENTIAL,2025-08-04,,,,,,,,,,,,No,Yes
PT-1014-2447046,['77e2c747-8390-486e-a79c-940238ca1b95'],['PLC96'],172.05,RESIDENTIAL,2025-08-05,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes
PT-1014-2449897,"['0a5e177f-da5d-42e0-8902-1f9b44114ac0', '3449ebee-af77-4b5a-8ee9-e52534a34895']",['PLC64'],111.38,RESIDENTIAL,2025-08-06,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-2450094,"['9f3af1fa-efaf-42fe-98f0-9d6e5a3667f6', '82583eb4-bd0d-4321-86e0-a4089754aae9']",['PLC186'],117.45,RESIDENTIAL,2025-08-06,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-2450232,['2caee588-bfac-41ec-8648-26a409766f7d'],['PLC99'],62.0,RESIDENTIAL,2025-08-06,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-2450249,['c558ede2-a087-4959-ad8c-beb23460b4dd'],['PLC99'],62.0,RESIDENTIAL,2025-08-06,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-2450321,['e0588cec-59e9-4332-86f9-ae7502a5b85a'],['PLC96'],81.0,RESIDENTIAL,2025-08-06,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2451300,['e60d3762-5857-4560-90ec-0c5d982e3b48'],['PLC96'],70.9,RESIDENTIAL,2025-08-07,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2451307,['af6d2719-235a-4ffc-8807-5c08971d43e9'],['PLC155'],54.7,RESIDENTIAL,2025-08-07,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-2451348,['cebb8777-765c-40b7-b89d-3e67032725fd'],['PLC24'],222.75,RESIDENTIAL,2025-08-07,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2451423,"['aa201af6-ff47-4283-b61e-78a5949c5f95', '81d27f9d-543c-4ab3-9b3d-05af9f8a80d5']",['PLC145'],131.63,NONRESIDENTIAL.COMMERCIAL,2025-08-07,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2451443,"['fa902e5a-bef6-4654-ac2e-2a3f0640bbb4', 'c9da9a5e-22d6-48e0-901d-a0751e329146']",['PLC134'],232.8,RESIDENTIAL,2025-08-07,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2455996,['92cb64ec-6393-47f0-93ad-82bbe401240b'],['PLC76'],232.8,RESIDENTIAL,2025-08-08,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-2456156,['f9b48a2d-6267-4b54-b287-36b8d1122c2c'],['PLC207'],101.25,RESIDENTIAL,2025-08-08,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-2456285,['db9cc2d4-5ac7-4e97-b913-0ff4631c33ca'],['PLC76'],250.67,RESIDENTIAL,2025-08-08,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2456381,['f4124a4c-1130-419b-83c1-62f208f15d29'],['PLC38'],31.12,NONRESIDENTIAL.COMMERCIAL,2025-08-08,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-2456995,"['952b86be-b58f-405e-8d9e-cc598af6700e', 'b44e4f4f-09d9-4dab-b558-9f79b0e1073a']",['PLC24'],120.0,RESIDENTIAL,2025-08-11,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-2457040,['e177f7e1-9a67-47f4-8f94-b1ab8efa52c7'],['PLC155'],33.34,NONRESIDENTIAL.COMMERCIAL,2025-08-11,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2457131,"['4130fd26-abaa-4786-b162-81032a7ff2c6', '9a90d663-7828-4e96-a00c-73ba8fcc05bb', 'da3f04af-4963-42e7-bfff-61a64efd1a4c']",['PLC166'],160.0,RESIDENTIAL,2025-08-11,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-2457472,"['a9307ac2-5ac7-44dc-9278-676c9fc2a830', '02eda635-81cf-4a8e-a5b5-2067aca35c3e']",['PLC134'],188.0,RESIDENTIAL,2025-08-11,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2457614,['9963f8d6-8b0e-4981-b6a3-5bb9c5e1477b'],['PLC13'],116.67,RESIDENTIAL,2025-08-11,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-2458479,['b5d16076-8dc8-4696-b7ab-c600e6647a9d'],['PLC31'],142.05,RESIDENTIAL,2025-08-12,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes,Yes
PT-1014-2458615,['a21e1c77-3279-4554-a06a-c99e0b23b2a5'],['PLC108'],81.53,NONRESIDENTIAL.COMMERCIAL,2025-08-12,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2459180,['210601f0-364c-4cbc-b44b-e8061580fef6'],['PLC27'],332.1,NONRESIDENTIAL.COMMERCIAL,2025-08-12,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2459351,['56204573-d5fc-496e-8ba0-7bd5f21e75c8'],['PLC76'],200.0,RESIDENTIAL,2025-08-12,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-2463350,['5b900967-d95b-46fb-b543-73dd558c745d'],['PLC75'],19.2,NONRESIDENTIAL.COMMERCIAL,2025-08-13,,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2464072,['97a6ee0e-d7f8-46b1-802b-89799256f5c2'],['PLC38'],74.0,RESIDENTIAL,2025-08-13,,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-2464223,['ddb2f602-bd1f-4ac9-905a-b0a3dd6f0642'],['PLC75'],181.5,RESIDENTIAL,2025-08-13,No,No,No,No,No,No,No,No,No,No,No,No,Yes
PT-1014-704328,"['e40fc3cc-b1ab-4072-857c-b53567e30394', '6f192c33-7fb2-4c2f-9d07-59c29ac4ab32', '6dfe120f-7af8-41e7-b797-c586364d54d9']",['PLC160'],90.0,RESIDENTIAL,2019-11-04,,,,,,,Yes,Yes,Yes,Yes,No,Yes,Yes
PT-1014-705660,"['2343c788-545c-4ae5-876e-09a6258945c3', '2d723a6c-7e21-44fa-b7cd-b0525864d235', '8708aac8-d97b-4eb9-8f84-91cd44ecda7e']",['PLC142'],102.0,NONRESIDENTIAL.COMMERCIAL,2024-08-07,,,,,,,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-705663,['09f36b2d-e65c-485f-97f5-3f31ec3bb8c3'],['PLC67'],29.0,NONRESIDENTIAL.COMMERCIAL,2019-11-07,,,,,,,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-706211,['d4e02fbc-df2d-47b4-a099-ecbc08062608'],['PLC138'],210.0,RESIDENTIAL,2022-05-31,,,,,,,Yes,Yes,Yes,Yes,No,Yes,Yes
PT-1014-706214,['4149acdc-d969-4a63-8667-1375da86db15'],['PLC138'],150.0,RESIDENTIAL,2019-11-13,,,,,,,Yes,Yes,Yes,Yes,No,Yes,Yes
PT-1014-706242,['9a8b3d39-8dbc-4fac-8830-004b450dbe39'],['PLC74'],140.0,RESIDENTIAL,2019-11-13,,,,,,,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-706654,"['cd1f0df1-4f61-46a1-b0b8-f7a11d43015d', '683feb59-08be-4b88-823e-650552cb09eb']",['PLC144'],80.0,MIXED,2019-11-13,,,,,,Yes,"Demand not generated, hence not paid",No,No,No,No,No,Yes
PT-1014-706793,['c3e9b3ce-929b-4b1c-96e7-8a96c4ea7a7e'],['PLC185'],34.0,MIXED,2019-11-14,,,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-706962,['537c652e-a349-497b-94cf-de1b46db7424'],['PLC142'],14.0,MIXED,2019-11-14,,,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-707094,['f214ffd6-0f50-4976-a2d2-f6e2e1bb8726'],['PLC50'],353.0,RESIDENTIAL,2019-11-14,,,,,,,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-707153,['cd1f0df1-4f61-46a1-b0b8-f7a11d43015d'],['PLC144'],150.0,NONRESIDENTIAL.COMMERCIAL,2023-08-09,,,,,,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-707156,['8ba66935-aae1-45d8-b739-8afd43f02766'],['PLC144'],126.0,NONRESIDENTIAL.COMMERCIAL,2023-08-09,,,,,,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-707160,['cdecddcb-f9f1-4276-8ffe-be7b81a12744'],['PLC144'],144.0,MIXED,2025-04-15,,,,,,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Partial,Yes,Yes
PT-1014-707249,"['d35daabd-0df9-43c8-a19f-eaf6819a154e', '22dd22bc-f3be-476d-9241-0b88446e1c2e']",['PLC138'],506.0,RESIDENTIAL,2019-11-15,,,,,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-707612,['ff3f4ba4-2f95-49cf-b91a-c2a37b115395'],['PLC82'],23.0,NONRESIDENTIAL.COMMERCIAL,2019-11-15,,,,,,,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
